2000000000  00000000000000000000000000000027  0000CCCCFFFFAAAAAAAA11117777AAAA666622220000555588881
2100000000  00000000000000000000000000000026  DDDD11116666DDDD5555EEEE99996666AAAAAAAA3333EEEEBBBB1
2200000000  00000000000000000000000000000025  3333EEEE88887777CCCCEEEE777733337777DDDDFFFFEEEE22221
2300000000  00000000000000000000000000000024  99996666BBBB7777444466660000AAAADDDDDDDDAAAAEEEEDDDD1
2400000000  00000000000000000000000000000023  AAAA444477776666FFFF444455550000EEEE88883333FFFFCCCC1
2500000000  00000000000000000000000000000022  9999CCCC0000888888884444333355553333BBBB55553333FFFF1
2600000000  00000000000000000000000000000021  555544440000AAAACCCC8888AAAA55552222DDDDBBBB222266661
2700000000  00000000000000000000000000000020  3333DDDDCCCC888888885555222299993333EEEEFFFF666611111
2800000000  0000000000000000000000000000001F  11112222555599996666111144445555DDDDBBBB7777EEEE00001
2900000000  0000000000000000000000000000001E  DDDD00005555EEEE111199998888CCCC888877779999DDDD33331
3000000000  0000000000000000000000000000001D  CCCC88880000FFFFCCCCDDDDBBBB4444EEEE99990000AAAAAAAA1
3100000000  0000000000000000000000000000001C  222211111111333355554444DDDDEEEE333399999999111155551
3200000000  0000000000000000000000000000001B  FFFFDDDD333399999999666644449999BBBB22220000000044441
3300000000  0000000000000000000000000000001A  444466665555BBBB8888BBBB00000000BBBB00005555AAAA77771
3400000000  00000000000000000000000000000019  AAAAEEEEEEEE222266660000AAAA00000000000044446666EEEE1
3500000000  00000000000000000000000000000018  6666FFFF77775555CCCC88881111AAAA00000000CCCC000099991
3600000000  00000000000000000000000000000017  CCCCFFFFFFFF6666AAAA999999997777AAAA66660000666688881
3700000000  00000000000000000000000000000016  7777BBBBFFFF999922229999DDDD3333CCCCAAAACCCCBBBBBBBB1
3800000000  00000000000000000000000000000015  FFFF2222AAAA66660000AAAA9999333322227777AAAA777722221
3900000000  00000000000000000000000000000014  99997777777722222222999911116666DDDDBBBBCCCC3333DDDD1
4000000000  00000000000000000000000000000013  8888CCCCBBBB000088882222AAAA7777FFFF5555DDDD0000CCCC1
4100000000  00000000000000000000000000000012  66661111777733333333CCCC999933332222000033330000FFFF1
4200000000  00000000000000000000000000000011  6666DDDDFFFFFFFF4444EEEE11116666BBBB77776666BBBB66661
4300000000  00000000000000000000000000000010  7777EEEEEEEE222222223333BBBB888866665555DDDDBBBB11111
4400000000  0000000000000000000000000000000F  1111BBBB1111BBBBAAAAFFFFAAAA6666222233339999FFFF00001
4500000000  0000000000000000000000000000000E  BBBBBBBBFFFF111188884444333388886666DDDDCCCCAAAA33331
4600000000  0000000000000000000000000000000D  BBBB111155553333DDDD11115555EEEEEEEEBBBBDDDD3333AAAA1
4700000000  0000000000000000000000000000000C  DDDDEEEE777777777777EEEEBBBBEEEECCCCEEEE4444666655551
4800000000  0000000000000000000000000000000B  5555EEEE1111BBBB55555555AAAABBBB33335555BBBB111144441
4900000000  0000000000000000000000000000000A  66667777FFFFFFFF2222FFFF3333FFFF22224444DDDD777777771
5000000000  00000000000000000000000000000009  0000AAAA8888FFFF0000888800000000222255551111FFFFEEEE1
5100000000  00000000000000000000000000000008  22226666CCCC66662222FFFF0000EEEE111188884444555599991
5200000000  00000000000000000000000000000007  DDDDBBBB1111FFFF2222DDDDFFFFBBBBFFFF66664444777788881
5300000000  00000000000000000000000000000006  FFFF999977774444AAAA7777EEEEDDDDAAAAAAAA99998888BBBB1
5400000000  00000000000000000000000000000005  AAAA88883333BBBB8888888844447777222277779999000022221
5500000000  00000000000000000000000000000004  7777AAAABBBBBBBB22224444444499995555BBBB11118888DDDD1
5600000000  00000000000000000000000000000003  FFFF111100000000000066668888BBBB33333333AAAA1111CCCC1
5700000000  00000000000000000000000000000002  CCCCFFFF777799995555FFFF11112222999988884444DDDDFFFF1
5800000000  00000000000000000000000000000001  77779999444488885555CCCC777755555555BBBB6666444466661
5900000000  00000000000000000000000000000000  00002222000022220000222200002222000022220000000011111
6000000000  00000000000000000000000000000027  0000CCCCFFFFAAAAAAAA11117777AAAA666622220000555588881
6100000000  00000000000000000000000000000026  DDDD11116666DDDD5555EEEE99996666AAAAAAAA3333EEEEBBBB1
6200000000  00000000000000000000000000000025  3333EEEE88887777CCCCEEEE777733337777DDDDFFFFEEEE22221
6300000000  00000000000000000000000000000024  99996666BBBB7777444466660000AAAADDDDDDDDAAAAEEEEDDDD1
6400000000  00000000000000000000000000000023  AAAA444477776666FFFF444455550000EEEE88883333FFFFCCCC1
6500000000  00000000000000000000000000000022  9999CCCC0000888888884444333355553333BBBB55553333FFFF1
6600000000  00000000000000000000000000000021  555544440000AAAACCCC8888AAAA55552222DDDDBBBB222266661
6700000000  00000000000000000000000000000020  3333DDDDCCCC888888885555222299993333EEEEFFFF666611111
6800000000  0000000000000000000000000000001F  11112222555599996666111144445555DDDDBBBB7777EEEE00001
6900000000  0000000000000000000000000000001E  DDDD00005555EEEE111199998888CCCC888877779999DDDD33331
7000000000  0000000000000000000000000000001D  CCCC88880000FFFFCCCCDDDDBBBB4444EEEE99990000AAAAAAAA1
7100000000  0000000000000000000000000000001C  222211111111333355554444DDDDEEEE333399999999111155551
7200000000  0000000000000000000000000000001B  FFFFDDDD333399999999666644449999BBBB22220000000044441
7300000000  0000000000000000000000000000001A  444466665555BBBB8888BBBB00000000BBBB00005555AAAA77771
7400000000  00000000000000000000000000000019  AAAAEEEEEEEE222266660000AAAA00000000000044446666EEEE1
7500000000  00000000000000000000000000000018  6666FFFF77775555CCCC88881111AAAA00000000CCCC000099991
7600000000  00000000000000000000000000000017  CCCCFFFFFFFF6666AAAA999999997777AAAA66660000666688881
7700000000  00000000000000000000000000000016  7777BBBBFFFF999922229999DDDD3333CCCCAAAACCCCBBBBBBBB1
